0	0	0
0.13575	0.13575	0.13575
0.13575	-0.13575	-0.13575
-0.13575	-0.13575	0.13575
-0.13575	0.13575	-0.13575
0.2715	0.2715	0
0.2715	-0.2715	0
-0.2715	-0.2715	0
-0.2715	0.2715	0
0.2715	0	0.2715
0	-0.2715	0.2715
-0.2715	0	0.2715
0	0.2715	0.2715
0.2715	0	-0.2715
0	-0.2715	-0.2715
-0.2715	0	-0.2715
0	0.2715	-0.2715
